"","region","watershed","plot","subplot","individual","ramet","dbh","height","family","genus","epithet","code","NewPlotCode","Trat","Number","Trans","Perm"
"8279","ValleMagdalena","TolimaS","T3P3",6,"70",1,"3.4","4","FABACEAE","Machaerium","capote","Machcapo","T3P3","T-T3P3",1,"Medium","Low"
"8280","ValleMagdalena","TolimaS","T3P3",7,"71",1,"3.5","5","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8281","ValleMagdalena","TolimaS","T3P3",7,"71A",2,"3","4","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8282","ValleMagdalena","TolimaS","T3P3",7,"72",1,"14.8","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8283","ValleMagdalena","TolimaS","T3P3",7,"72A",2,"4.8","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8284","ValleMagdalena","TolimaS","T3P3",7,"72B",3,"5.6","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8285","ValleMagdalena","TolimaS","T3P3",7,"72C",4,"4","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8286","ValleMagdalena","TolimaS","T3P3",7,"72D",5,"6.5","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8287","ValleMagdalena","TolimaS","T3P3",7,"72E",6,"6.1","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8288","ValleMagdalena","TolimaS","T3P3",7,"74",1,"4","5","BIGNONIACEAE","Handroanthus","chrysanthus","Handchry","T3P3","T-T3P3",1,"Medium","Low"
"8289","ValleMagdalena","TolimaS","T3P3",7,"74A",2,"3.7","5","BIGNONIACEAE","Handroanthus","chrysanthus","Handchry","T3P3","T-T3P3",1,"Medium","Low"
"8290","ValleMagdalena","TolimaS","T3P3",7,"75",1,"4","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8291","ValleMagdalena","TolimaS","T3P3",7,"73",1,"5.5","3","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8292","ValleMagdalena","TolimaS","T3P3",7,"76",1,"7.6","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8293","ValleMagdalena","TolimaS","T3P3",7,"77",1,"2.8","5","MALPIGHIACEAE","Malpighiaceae","sp3","Malpsp3","T3P3","T-T3P3",1,"Medium","Low"
"8294","ValleMagdalena","TolimaS","T3P3",7,"78",1,"7","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8295","ValleMagdalena","TolimaS","T3P3",7,"80",1,"6.9","5","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8296","ValleMagdalena","TolimaS","T3P3",7,"80A",2,"7","6","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8297","ValleMagdalena","TolimaS","T3P3",8,"83",1,"2.7","5","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8298","ValleMagdalena","TolimaS","T3P3",8,"83",1,"3.8","7","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8299","ValleMagdalena","TolimaS","T3P3",8,"83A",2,"4","6","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8300","ValleMagdalena","TolimaS","T3P3",8,"83B",3,"6.3","6","SALICACEAE","Casearia","corymbosa","Casecory","T3P3","T-T3P3",1,"Medium","Low"
"8301","ValleMagdalena","TolimaS","T3P3",8,"84",1,"2.6","3","MALPIGHIACEAE","Malpighiaceae","sp3","Malpsp3","T3P3","T-T3P3",1,"Medium","Low"
"8302","ValleMagdalena","TolimaS","T3P3",8,"86",1,"3.2","","","","","","T3P3","T-T3P3",1,"Medium","Low"
"8303","ValleMagdalena","TolimaS","T3P3",8,"87",1,"3.1","5","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8304","ValleMagdalena","TolimaS","T3P3",8,"87A",2,"2.5","4","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8305","ValleMagdalena","TolimaS","T3P3",8,"87B",3,"2.5","4","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8306","ValleMagdalena","TolimaS","T3P3",8,"87C",4,"2.5","4","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8307","ValleMagdalena","TolimaS","T3P3",8,"88",1,"2.9","4","SAPOTACEAE","Pouteria","hispida","Pouthisp","T3P3","T-T3P3",1,"Medium","Low"
"8308","ValleMagdalena","TolimaS","T3P3",8,"90",1,"13.1","10","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8309","ValleMagdalena","TolimaS","T3P3",8,"90A",2,"5.4","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8310","ValleMagdalena","TolimaS","T3P3",8,"90B",3,"4.2","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8311","ValleMagdalena","TolimaS","T3P3",8,"93",1,"5.3","7","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8312","ValleMagdalena","TolimaS","T3P3",9,"94",1,"17.3","8","FABACEAE","Pseudosamanea","guachapele","Pseuguac","T3P3","T-T3P3",1,"Medium","Low"
"8313","ValleMagdalena","TolimaS","T3P3",9,"95",1,"4.5","6","FABACEAE","Machaerium","capote","Machcapo","T3P3","T-T3P3",1,"Medium","Low"
"8314","ValleMagdalena","TolimaS","T3P3",9,"96",1,"5","7","RUBIACEAE","Randia","sp2","Randsp2","T3P3","T-T3P3",1,"Medium","Low"
"8315","ValleMagdalena","TolimaS","T3P3",9,"97",1,"7.6","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8316","ValleMagdalena","TolimaS","T3P3",9,"97A",2,"6.7","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8317","ValleMagdalena","TolimaS","T3P3",9,"97B",3,"3","4","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8318","ValleMagdalena","TolimaS","T3P3",9,"97C",4,"3.7","4","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8319","ValleMagdalena","TolimaS","T3P3",9,"97D",5,"4.2","","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8320","ValleMagdalena","TolimaS","T3P3",9,"99",1,"3.2","6","FABACEAE","Machaerium","capote","Machcapo","T3P3","T-T3P3",1,"Medium","Low"
"8321","ValleMagdalena","TolimaS","T3P3",9,"100",1,"11.2","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8322","ValleMagdalena","TolimaS","T3P3",9,"100A",2,"10","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8323","ValleMagdalena","TolimaS","T3P3",9,"100B",3,"10.1","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8324","ValleMagdalena","TolimaS","T3P3",9,"100C",4,"2.7","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8325","ValleMagdalena","TolimaS","T3P3",9,"100D",5,"4.5","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8326","ValleMagdalena","TolimaS","T3P3",9,"100E",6,"9","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8327","ValleMagdalena","TolimaS","T3P3",9,"100F",7,"3.1","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8328","ValleMagdalena","TolimaS","T3P3",9,"104",1,"5.5","6","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8329","ValleMagdalena","TolimaS","T3P3",9,"104A",2,"5","4","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8330","ValleMagdalena","TolimaS","T3P3",9,"105",1,"2.7","5","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8331","ValleMagdalena","TolimaS","T3P3",9,"106",1,"13.2","10","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8332","ValleMagdalena","TolimaS","T3P3",9,"106A",2,"","7","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8333","ValleMagdalena","TolimaS","T3P3",9,"106B",3,"6.5","5","POLYGONACEAE","Coccoloba","obovata","Coccobov","T3P3","T-T3P3",1,"Medium","Low"
"8334","ValleMagdalena","TolimaS","T3P3",10,"107",1,"6","","SAPOTACEAE","Pouteria","hispida","Pouthisp","T3P3","T-T3P3",1,"Medium","Low"
"8335","ValleMagdalena","TolimaS","T3P3",10,"109",1,"13","9","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8336","ValleMagdalena","TolimaS","T3P3",10,"109A",2,"11.5","8","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8337","ValleMagdalena","TolimaS","T3P3",10,"109B",3,"11.9","7","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8338","ValleMagdalena","TolimaS","T3P3",10,"112",1,"8.5","9","SALICACEAE","Banara","ibaguensis","Banaibag","T3P3","T-T3P3",1,"Medium","Low"
"8339","ValleMagdalena","TolimaS","T3P3",10,"112A",2,"5.5","6","SALICACEAE","Banara","ibaguensis","Banaibag","T3P3","T-T3P3",1,"Medium","Low"
"8340","ValleMagdalena","TolimaS","T3P3",10,"112B",3,"3.3","6","SALICACEAE","Banara","ibaguensis","Banaibag","T3P3","T-T3P3",1,"Medium","Low"
"8341","ValleMagdalena","TolimaS","T3P3",10,"112C",4,"3.8","6","SALICACEAE","Banara","ibaguensis","Banaibag","T3P3","T-T3P3",1,"Medium","Low"
"8342","ValleMagdalena","TolimaS","T3P3",10,"113",1,"11.5","9","FABACEAE","Machaerium","capote","Machcapo","T3P3","T-T3P3",1,"Medium","Low"
"8343","ValleMagdalena","TolimaS","T3P3",10,"114",1,"2.8","5","EUPHORBIACEAE","Croton","schiedeanus","Crotschi","T3P3","T-T3P3",1,"Medium","Low"
"8344","ValleMagdalena","TolimaS","T3P3",10,"116",1,"5.5","5","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8345","ValleMagdalena","TolimaS","T3P3",10,"116A",2,"5.5","4","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8346","ValleMagdalena","TolimaS","T3P3",10,"116B",3,"5.5","5","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8347","ValleMagdalena","TolimaS","T3P3",10,"117",1,"4.7","6","MYRTACEAE","Eugenia","cf","Eugecf","T3P3","T-T3P3",1,"Medium","Low"
"8348","ValleMagdalena","TolimaS","T3P3",10,"118",1,"8","8","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T3P3","T-T3P3",1,"Medium","Low"
"8349","ValleCauca","Valle del Cauca","T1P1",1,"1",1,"4.8","4","NYCTAGINACEAE","Guapira","costaricana","Guapcost","T1P1","V-T1P1",1,"High","Medium"
"8350","ValleCauca","Valle del Cauca","T1P1",1,"2",1,"2.9","9","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8351","ValleCauca","Valle del Cauca","T1P1",1,"3",1,"2.7","4","FABACEAE","Senna","dariensis","Senndari","T1P1","V-T1P1",1,"High","Medium"
"8352","ValleCauca","Valle del Cauca","T1P1",1,"4",1,"5","5","MORACEAE","Ficus","sp2","Ficusp2","T1P1","V-T1P1",1,"High","Medium"
"8353","ValleCauca","Valle del Cauca","T1P1",1,"4A",2,"3.2","5","MORACEAE","Ficus","sp2","Ficusp2","T1P1","V-T1P1",1,"High","Medium"
"8354","ValleCauca","Valle del Cauca","T1P1",1,"5",1,"8.1","10","ARALIACEAE","Oreopanax","acerifolius","Oreoacer","T1P1","V-T1P1",1,"High","Medium"
"8355","ValleCauca","Valle del Cauca","T1P1",1,"6",1,"4.6","6","MELIACEAE","Trichilia","pallida","Tricpall","T1P1","V-T1P1",1,"High","Medium"
"8356","ValleCauca","Valle del Cauca","T1P1",1,"7",1,"3.8","5","MELIACEAE","Trichilia","elegans","Triceleg","T1P1","V-T1P1",1,"High","Medium"
"8357","ValleCauca","Valle del Cauca","T1P1",1,"8",1,"5.9","7","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8358","ValleCauca","Valle del Cauca","T1P1",1,"8A",2,"5","6","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8359","ValleCauca","Valle del Cauca","T1P1",1,"9",1,"4.2","7","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8360","ValleCauca","Valle del Cauca","T1P1",1,"10",1,"4.1","5","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8361","ValleCauca","Valle del Cauca","T1P1",1,"11",1,"3.7","7","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8362","ValleCauca","Valle del Cauca","T1P1",1,"12",1,"7.6","12","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8363","ValleCauca","Valle del Cauca","T1P1",1,"13",1,"6.4","10","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8364","ValleCauca","Valle del Cauca","T1P1",1,"14",1,"3.4","13","CLUSIACEAE","Clusia","cochliformis","Cluscoch","T1P1","V-T1P1",1,"High","Medium"
"8365","ValleCauca","Valle del Cauca","T1P1",1,"15",1,"11.7","5","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8366","ValleCauca","Valle del Cauca","T1P1",1,"16",1,"3","8","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8367","ValleCauca","Valle del Cauca","T1P1",1,"17",1,"6.4","7","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8368","ValleCauca","Valle del Cauca","T1P1",1,"18",1,"3.9","5","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8369","ValleCauca","Valle del Cauca","T1P1",1,"19",1,"19.3","10","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T1P1","V-T1P1",1,"High","Medium"
"8370","ValleCauca","Valle del Cauca","T1P1",1,"20",1,"3.8","5","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8371","ValleCauca","Valle del Cauca","T1P1",1,"21",1,"4.3","10","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8372","ValleCauca","Valle del Cauca","T1P1",1,"22",1,"8","6","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8373","ValleCauca","Valle del Cauca","T1P1",1,"23",1,"3.9","10","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8374","ValleCauca","Valle del Cauca","T1P1",1,"24",1,"3.8","10","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8375","ValleCauca","Valle del Cauca","T1P1",1,"25",1,"10.3","12","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8376","ValleCauca","Valle del Cauca","T1P1",1,"26",1,"4.3","7","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8377","ValleCauca","Valle del Cauca","T1P1",1,"27",1,"2.9","6","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8378","ValleCauca","Valle del Cauca","T1P1",1,"28",1,"31.4","16","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T1P1","V-T1P1",1,"High","Medium"
"8379","ValleCauca","Valle del Cauca","T1P1",1,"29",1,"3.5","4","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8380","ValleCauca","Valle del Cauca","T1P1",2,"30",1,"10.1","14","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8381","ValleCauca","Valle del Cauca","T1P1",2,"31",1,"6.5","6","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8382","ValleCauca","Valle del Cauca","T1P1",2,"31A",2,"5.8","5","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8383","ValleCauca","Valle del Cauca","T1P1",2,"31B",3,"5.2","5","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8384","ValleCauca","Valle del Cauca","T1P1",2,"32",1,"30.1","23","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8385","ValleCauca","Valle del Cauca","T1P1",2,"33",1,"5.2","8","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8386","ValleCauca","Valle del Cauca","T1P1",2,"34",1,"3.1","5","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8387","ValleCauca","Valle del Cauca","T1P1",2,"35",1,"4.6","9","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T1P1","V-T1P1",1,"High","Medium"
"8388","ValleCauca","Valle del Cauca","T1P1",2,"36",1,"4.2","8","MORACEAE","Ficus","sp2","Ficusp2","T1P1","V-T1P1",1,"High","Medium"
"8389","ValleCauca","Valle del Cauca","T1P1",2,"37",1,"2.7","6","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8390","ValleCauca","Valle del Cauca","T1P1",2,"38",1,"3","7","MELIACEAE","Trichilia","elegans","Triceleg","T1P1","V-T1P1",1,"High","Medium"
"8391","ValleCauca","Valle del Cauca","T1P1",2,"39",1,"4","6","MORACEAE","Ficus","obtusifolia","Ficuobtu","T1P1","V-T1P1",1,"High","Medium"
"8392","ValleCauca","Valle del Cauca","T1P1",2,"40",1,"4.3","7","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8393","ValleCauca","Valle del Cauca","T1P1",2,"41",1,"4.7","7","MALPIGHIACEAE","Bunchosia","pseudonitida","Buncpseu","T1P1","V-T1P1",1,"High","Medium"
"8394","ValleCauca","Valle del Cauca","T1P1",2,"42",1,"2.9","5","ASTERACEAE","Critonia","morifolia","Critmori","T1P1","V-T1P1",1,"High","Medium"
"8395","ValleCauca","Valle del Cauca","T1P1",2,"43",1,"6","5","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8396","ValleCauca","Valle del Cauca","T1P1",2,"44",1,"10.3","16","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T1P1","V-T1P1",1,"High","Medium"
"8397","ValleCauca","Valle del Cauca","T1P1",2,"45",1,"25.9","20","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8398","ValleCauca","Valle del Cauca","T1P1",2,"46",1,"3.7","8","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8399","ValleCauca","Valle del Cauca","T1P1",2,"47",1,"7.2","12","SAPINDACEAE","Sapindus","saponaria","Sapisapo","T1P1","V-T1P1",1,"High","Medium"
"8400","ValleCauca","Valle del Cauca","T1P1",2,"48",1,"2.9","6","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8401","ValleCauca","Valle del Cauca","T1P1",2,"49",1,"3","8","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8402","ValleCauca","Valle del Cauca","T1P1",3,"50",1,"9.6","10","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8403","ValleCauca","Valle del Cauca","T1P1",3,"51",1,"2.6","6","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8404","ValleCauca","Valle del Cauca","T1P1",3,"52",1,"6.9","16","MELIACEAE","Trichilia","elegans","Triceleg","T1P1","V-T1P1",1,"High","Medium"
"8405","ValleCauca","Valle del Cauca","T1P1",3,"53",1,"4.3","8","NYCTAGINACEAE","Guapira","costaricana","Guapcost","T1P1","V-T1P1",1,"High","Medium"
"8406","ValleCauca","Valle del Cauca","T1P1",3,"54",1,"4.6","8","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8407","ValleCauca","Valle del Cauca","T1P1",3,"55",1,"9.8","14","MELIACEAE","Trichilia","pallida","Tricpall","T1P1","V-T1P1",1,"High","Medium"
"8408","ValleCauca","Valle del Cauca","T1P1",3,"56",1,"3.9","8","MELIACEAE","Trichilia","pallida","Tricpall","T1P1","V-T1P1",1,"High","Medium"
"8409","ValleCauca","Valle del Cauca","T1P1",3,"57",1,"7.2","6","MORACEAE","Ficus","obtusifolia","Ficuobtu","T1P1","V-T1P1",1,"High","Medium"
"8410","ValleCauca","Valle del Cauca","T1P1",3,"58",1,"26.7","26","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8411","ValleCauca","Valle del Cauca","T1P1",3,"59",1,"2.6","4","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8412","ValleCauca","Valle del Cauca","T1P1",3,"60",1,"5.5","8","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8413","ValleCauca","Valle del Cauca","T1P1",3,"60A",2,"3.3","6","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8414","ValleCauca","Valle del Cauca","T1P1",3,"60B",3,"2.9","6","MORACEAE","Brosimum","alicastrum","Brosalic","T1P1","V-T1P1",1,"High","Medium"
"8415","ValleCauca","Valle del Cauca","T1P1",3,"61",1,"12.5","15","MELIACEAE","Trichilia","pallida","Tricpall","T1P1","V-T1P1",1,"High","Medium"
"8416","ValleCauca","Valle del Cauca","T1P1",3,"62",1,"21.1","18","LAURACEAE","Cinnamomum","triplinerve","Cinntrip","T1P1","V-T1P1",1,"High","Medium"
"8417","ValleCauca","Valle del Cauca","T1P1",3,"63",1,"29.6","22","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8418","ValleCauca","Valle del Cauca","T1P1",3,"64",1,"8.3","14","MORACEAE","Sorocea","sprucei","Sorospru","T1P1","V-T1P1",1,"High","Medium"
"8419","ValleCauca","Valle del Cauca","T1P1",4,"65",1,"6.2","8","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8420","ValleCauca","Valle del Cauca","T1P1",4,"65A",2,"2.8","6","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8421","ValleCauca","Valle del Cauca","T1P1",4,"66",1,"2.7","4","ANNONACEAE","Annona","quinduensis","Annoquin","T1P1","V-T1P1",1,"High","Medium"
"8422","ValleCauca","Valle del Cauca","T1P1",4,"67",1,"3.9","5","MORACEAE","Perebea","angustifolia","Pereangu","T1P1","V-T1P1",1,"High","Medium"
"8423","ValleCauca","Valle del Cauca","T1P1",4,"68",1,"22.4","15","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8424","ValleCauca","Valle del Cauca","T1P1",4,"68A",2,"12.9","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8425","ValleCauca","Valle del Cauca","T1P1",4,"68B",3,"5.3","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8426","ValleCauca","Valle del Cauca","T1P1",4,"68C",4,"4.8","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8427","ValleCauca","Valle del Cauca","T1P1",4,"68D",5,"9.9","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8428","ValleCauca","Valle del Cauca","T1P1",4,"68E",6,"7.2","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8429","ValleCauca","Valle del Cauca","T1P1",4,"68F",7,"11.9","15","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8430","ValleCauca","Valle del Cauca","T1P1",4,"68G",8,"15.6","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8431","ValleCauca","Valle del Cauca","T1P1",4,"68H",9,"12.6","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8432","ValleCauca","Valle del Cauca","T1P1",4,"68I",10,"13.4","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8433","ValleCauca","Valle del Cauca","T1P1",4,"68J",11,"4.3","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8434","ValleCauca","Valle del Cauca","T1P1",4,"68K",12,"11.9","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8435","ValleCauca","Valle del Cauca","T1P1",4,"68L",13,"3.1","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8436","ValleCauca","Valle del Cauca","T1P1",4,"68M",14,"10.4","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
"8437","ValleCauca","Valle del Cauca","T1P1",4,"68N",15,"8.1","","ACANTHACEAE","Trichanthera","gigantea","Tricgiga","T1P1","V-T1P1",1,"High","Medium"
